"filename", "language", "C++", "CMake", "comment", "blank", "total"
"c:\Repos\rayex\include\external\glm\geometric.hpp", "C++", 30, 0, 73, 14, 117
"c:\Repos\rayex\include\external\glm\glm.hpp", "C++", 29, 0, 101, 7, 137
"c:\Repos\rayex\include\external\glm\gtc\bitfield.hpp", "C++", 57, 0, 170, 40, 267
"c:\Repos\rayex\include\external\glm\gtc\bitfield.inl", "C++", 486, 0, 1, 140, 627
"c:\Repos\rayex\include\external\glm\gtc\color_space.hpp", "C++", 22, 0, 24, 11, 57
"c:\Repos\rayex\include\external\glm\gtc\color_space.inl", "C++", 72, 0, 2, 11, 85
"c:\Repos\rayex\include\external\glm\gtc\constants.hpp", "C++", 63, 0, 69, 34, 166
"c:\Repos\rayex\include\external\glm\gtc\constants.inl", "C++", 138, 0, 1, 29, 168
"c:\Repos\rayex\include\external\glm\gtc\epsilon.hpp", "C++", 18, 0, 32, 11, 61
"c:\Repos\rayex\include\external\glm\gtc\epsilon.inl", "C++", 67, 0, 2, 12, 81
"c:\Repos\rayex\include\external\glm\gtc\integer.hpp", "C++", 20, 0, 36, 10, 66
"c:\Repos\rayex\include\external\glm\gtc\integer.inl", "C++", 56, 0, 3, 10, 69
"c:\Repos\rayex\include\external\glm\gtc\matrix_access.hpp", "C++", 27, 0, 23, 11, 61
"c:\Repos\rayex\include\external\glm\gtc\matrix_access.inl", "C++", 53, 0, 1, 9, 63
"c:\Repos\rayex\include\external\glm\gtc\matrix_integer.hpp", "C++", 112, 0, 207, 115, 434
"c:\Repos\rayex\include\external\glm\gtc\matrix_inverse.hpp", "C++", 17, 0, 25, 9, 51
"c:\Repos\rayex\include\external\glm\gtc\matrix_inverse.inl", "C++", 99, 0, 1, 19, 119
"c:\Repos\rayex\include\external\glm\gtc\matrix_transform.hpp", "C++", 12, 0, 20, 5, 37
"c:\Repos\rayex\include\external\glm\gtc\matrix_transform.inl", "C++", 3, 0, 0, 1, 4
"c:\Repos\rayex\include\external\glm\gtc\noise.hpp", "C++", 27, 0, 25, 10, 62
"c:\Repos\rayex\include\external\glm\gtc\noise.inl", "C++", 582, 0, 133, 93, 808
"c:\Repos\rayex\include\external\glm\gtc\packing.hpp", "C++", 88, 0, 561, 80, 729
"c:\Repos\rayex\include\external\glm\gtc\packing.inl", "C++", 752, 0, 61, 126, 939
"c:\Repos\rayex\include\external\glm\gtc\quaternion.hpp", "C++", 60, 0, 93, 21, 174
"c:\Repos\rayex\include\external\glm\gtc\quaternion.inl", "C++", 171, 0, 1, 31, 203
"c:\Repos\rayex\include\external\glm\gtc\quaternion_simd.inl", "C++", 0, 0, 0, 1, 1
"c:\Repos\rayex\include\external\glm\gtc\random.hpp", "C++", 25, 0, 44, 14, 83
"c:\Repos\rayex\include\external\glm\gtc\random.inl", "C++", 262, 0, 0, 42, 304
"c:\Repos\rayex\include\external\glm\gtc\reciprocal.hpp", "C++", 33, 0, 84, 19, 136
"c:\Repos\rayex\include\external\glm\gtc\reciprocal.inl", "C++", 151, 0, 13, 28, 192
"c:\Repos\rayex\include\external\glm\gtc\round.hpp", "C++", 38, 0, 104, 19, 161
"c:\Repos\rayex\include\external\glm\gtc\round.inl", "C++", 118, 0, 13, 25, 156
"c:\Repos\rayex\include\external\glm\gtc\type_aligned.hpp", "C++", 547, 0, 384, 385, 1316
"c:\Repos\rayex\include\external\glm\gtc\type_precision.hpp", "C++", 514, 0, 1018, 563, 2095
"c:\Repos\rayex\include\external\glm\gtc\type_precision.inl", "C++", 3, 0, 1, 3, 7
"c:\Repos\rayex\include\external\glm\gtc\type_ptr.hpp", "C++", 89, 0, 102, 40, 231
"c:\Repos\rayex\include\external\glm\gtc\type_ptr.inl", "C++", 320, 0, 4, 63, 387
"c:\Repos\rayex\include\external\glm\gtc\ulp.hpp", "C++", 38, 0, 95, 20, 153
"c:\Repos\rayex\include\external\glm\gtc\ulp.inl", "C++", 150, 0, 1, 23, 174
"c:\Repos\rayex\include\external\glm\gtc\vec1.hpp", "C++", 14, 0, 12, 5, 31
"c:\Repos\rayex\include\external\glm\gtx\associated_min_max.hpp", "C++", 119, 0, 60, 29, 208
"c:\Repos\rayex\include\external\glm\gtx\associated_min_max.inl", "C++", 310, 0, 19, 26, 355
"c:\Repos\rayex\include\external\glm\gtx\bit.hpp", "C++", 31, 0, 50, 18, 99
"c:\Repos\rayex\include\external\glm\gtx\bit.inl", "C++", 64, 0, 11, 18, 93
"c:\Repos\rayex\include\external\glm\gtx\closest_point.hpp", "C++", 23, 0, 18, 9, 50
"c:\Repos\rayex\include\external\glm\gtx\closest_point.inl", "C++", 35, 0, 3, 8, 46
"c:\Repos\rayex\include\external\glm\gtx\color_encoding.hpp", "C++", 24, 0, 20, 11, 55
"c:\Repos\rayex\include\external\glm\gtx\color_encoding.inl", "C++", 35, 0, 1, 10, 46
"c:\Repos\rayex\include\external\glm\gtx\color_space.hpp", "C++", 33, 0, 27, 13, 73
"c:\Repos\rayex\include\external\glm\gtx\color_space.inl", "C++", 117, 0, 7, 18, 142
"c:\Repos\rayex\include\external\glm\gtx\color_space_YCoCg.hpp", "C++", 25, 0, 25, 11, 61
"c:\Repos\rayex\include\external\glm\gtx\color_space_YCoCg.inl", "C++", 98, 0, 1, 9, 108
"c:\Repos\rayex\include\external\glm\gtx\common.hpp", "C++", 24, 0, 42, 11, 77
"c:\Repos\rayex\include\external\glm\gtx\common.inl", "C++", 105, 0, 2, 19, 126
"c:\Repos\rayex\include\external\glm\gtx\compatibility.hpp", "C++", 98, 0, 15, 21, 134
"c:\Repos\rayex\include\external\glm\gtx\compatibility.inl", "C++", 55, 0, 1, 7, 63
"c:\Repos\rayex\include\external\glm\gtx\component_wise.hpp", "C++", 26, 0, 31, 13, 70
"c:\Repos\rayex\include\external\glm\gtx\component_wise.inl", "C++", 109, 0, 1, 18, 128
"c:\Repos\rayex\include\external\glm\gtx\dual_quaternion.hpp", "C++", 121, 0, 89, 65, 275
"c:\Repos\rayex\include\external\glm\gtx\dual_quaternion.inl", "C++", 286, 0, 12, 55, 353
"c:\Repos\rayex\include\external\glm\gtx\easing.hpp", "C++", 82, 0, 97, 41, 220
"c:\Repos\rayex\include\external\glm\gtx\easing.inl", "C++", 334, 0, 32, 71, 437
"c:\Repos\rayex\include\external\glm\gtx\euler_angles.hpp", "C++", 188, 0, 100, 48, 336
"c:\Repos\rayex\include\external\glm\gtx\euler_angles.inl", "C++", 833, 0, 1, 66, 900
"c:\Repos\rayex\include\external\glm\gtx\extend.hpp", "C++", 18, 0, 17, 8, 43
"c:\Repos\rayex\include\external\glm\gtx\extend.inl", "C++", 43, 0, 1, 5, 49
"c:\Repos\rayex\include\external\glm\gtx\extended_min_max.hpp", "C++", 80, 0, 39, 19, 138
"c:\Repos\rayex\include\external\glm\gtx\extended_min_max.inl", "C++", 125, 0, 1, 13, 139
"c:\Repos\rayex\include\external\glm\gtx\exterior_product.hpp", "C++", 16, 0, 22, 8, 46
"c:\Repos\rayex\include\external\glm\gtx\exterior_product.inl", "C++", 20, 0, 1, 6, 27
"c:\Repos\rayex\include\external\glm\gtx\fast_exponential.hpp", "C++", 37, 0, 40, 19, 96
"c:\Repos\rayex\include\external\glm\gtx\fast_exponential.inl", "C++", 73, 0, 50, 14, 137
"c:\Repos\rayex\include\external\glm\gtx\fast_square_root.hpp", "C++", 33, 0, 44, 16, 93
"c:\Repos\rayex\include\external\glm\gtx\fast_square_root.inl", "C++", 56, 0, 6, 14, 76
"c:\Repos\rayex\include\external\glm\gtx\fast_trigonometry.hpp", "C++", 29, 0, 36, 15, 80
"c:\Repos\rayex\include\external\glm\gtx\fast_trigonometry.inl", "C++", 113, 0, 8, 22, 143
"c:\Repos\rayex\include\external\glm\gtx\float_notmalize.inl", "C++", 9, 0, 1, 4, 14
"c:\Repos\rayex\include\external\glm\gtx\functions.hpp", "C++", 25, 0, 22, 10, 57
"c:\Repos\rayex\include\external\glm\gtx\functions.inl", "C++", 25, 0, 1, 5, 31
"c:\Repos\rayex\include\external\glm\gtx\gradient_paint.hpp", "C++", 25, 0, 20, 9, 54
"c:\Repos\rayex\include\external\glm\gtx\gradient_paint.inl", "C++", 32, 0, 1, 4, 37
"c:\Repos\rayex\include\external\glm\gtx\handed_coordinate_space.hpp", "C++", 23, 0, 19, 9, 51
"c:\Repos\rayex\include\external\glm\gtx\handed_coordinate_space.inl", "C++", 23, 0, 1, 3, 27
"c:\Repos\rayex\include\external\glm\gtx\hash.hpp", "C++", 106, 0, 11, 26, 143
"c:\Repos\rayex\include\external\glm\gtx\hash.inl", "C++", 158, 0, 10, 17, 185
"c:\Repos\rayex\include\external\glm\gtx\integer.hpp", "C++", 25, 0, 35, 17, 77
"c:\Repos\rayex\include\external\glm\gtx\integer.inl", "C++", 131, 0, 25, 30, 186
"c:\Repos\rayex\include\external\glm\gtx\intersect.hpp", "C++", 49, 0, 31, 13, 93
"c:\Repos\rayex\include\external\glm\gtx\intersect.inl", "C++", 156, 0, 13, 32, 201
"c:\Repos\rayex\include\external\glm\gtx\io.hpp", "C++", 138, 0, 23, 41, 202
"c:\Repos\rayex\include\external\glm\gtx\io.inl", "C++", 367, 0, 2, 72, 441
"c:\Repos\rayex\include\external\glm\gtx\log_base.hpp", "C++", 21, 0, 19, 9, 49
"c:\Repos\rayex\include\external\glm\gtx\log_base.inl", "C++", 13, 0, 1, 3, 17
"c:\Repos\rayex\include\external\glm\gtx\matrix_cross_product.hpp", "C++", 19, 0, 20, 9, 48
"c:\Repos\rayex\include\external\glm\gtx\matrix_cross_product.inl", "C++", 33, 0, 1, 4, 38
"c:\Repos\rayex\include\external\glm\gtx\matrix_decompose.hpp", "C++", 22, 0, 17, 8, 47
"c:\Repos\rayex\include\external\glm\gtx\matrix_decompose.inl", "C++", 113, 0, 42, 32, 187
"c:\Repos\rayex\include\external\glm\gtx\matrix_factorisation.hpp", "C++", 21, 0, 37, 12, 70
"c:\Repos\rayex\include\external\glm\gtx\matrix_factorisation.inl", "C++", 53, 0, 17, 15, 85
"c:\Repos\rayex\include\external\glm\gtx\matrix_interpolation.hpp", "C++", 25, 0, 25, 11, 61
"c:\Repos\rayex\include\external\glm\gtx\matrix_interpolation.inl", "C++", 121, 0, 1, 8, 130
"c:\Repos\rayex\include\external\glm\gtx\matrix_major_storage.hpp", "C++", 61, 0, 40, 19, 120
"c:\Repos\rayex\include\external\glm\gtx\matrix_major_storage.inl", "C++", 153, 0, 1, 13, 167
"c:\Repos\rayex\include\external\glm\gtx\matrix_operation.hpp", "C++", 46, 0, 39, 19, 104
"c:\Repos\rayex\include\external\glm\gtx\matrix_operation.inl", "C++", 156, 0, 1, 20, 177
"c:\Repos\rayex\include\external\glm\gtx\matrix_query.hpp", "C++", 31, 0, 32, 15, 78
"c:\Repos\rayex\include\external\glm\gtx\matrix_query.inl", "C++", 103, 0, 1, 10, 114
"c:\Repos\rayex\include\external\glm\gtx\matrix_transform_2d.hpp", "C++", 34, 0, 36, 12, 82
"c:\Repos\rayex\include\external\glm\gtx\matrix_transform_2d.inl", "C++", 56, 0, 2, 11, 69
"c:\Repos\rayex\include\external\glm\gtx\mixed_product.hpp", "C++", 18, 0, 16, 8, 42
"c:\Repos\rayex\include\external\glm\gtx\mixed_product.inl", "C++", 13, 0, 1, 2, 16
"c:\Repos\rayex\include\external\glm\gtx\norm.hpp", "C++", 35, 0, 37, 17, 89
"c:\Repos\rayex\include\external\glm\gtx\norm.inl", "C++", 79, 0, 1, 16, 96
"c:\Repos\rayex\include\external\glm\gtx\normal.hpp", "C++", 15, 0, 19, 8, 42
"c:\Repos\rayex\include\external\glm\gtx\normal.inl", "C++", 13, 0, 1, 2, 16
"c:\Repos\rayex\include\external\glm\gtx\normalize_dot.hpp", "C++", 17, 0, 24, 9, 50
"c:\Repos\rayex\include\external\glm\gtx\normalize_dot.inl", "C++", 13, 0, 1, 3, 17
"c:\Repos\rayex\include\external\glm\gtx\number_precision.hpp", "C++", 26, 0, 23, 13, 62
"c:\Repos\rayex\include\external\glm\gtx\number_precision.inl", "C++", 3, 0, 1, 3, 7
"c:\Repos\rayex\include\external\glm\gtx\optimum_pow.hpp", "C++", 21, 0, 24, 10, 55
"c:\Repos\rayex\include\external\glm\gtx\optimum_pow.inl", "C++", 18, 0, 1, 4, 23
"c:\Repos\rayex\include\external\glm\gtx\orthonormalize.hpp", "C++", 19, 0, 22, 9, 50
"c:\Repos\rayex\include\external\glm\gtx\orthonormalize.inl", "C++", 22, 0, 1, 7, 30
"c:\Repos\rayex\include\external\glm\gtx\perpendicular.hpp", "C++", 16, 0, 18, 8, 42
"c:\Repos\rayex\include\external\glm\gtx\perpendicular.inl", "C++", 8, 0, 1, 2, 11
"c:\Repos\rayex\include\external\glm\gtx\polar_coordinates.hpp", "C++", 19, 0, 21, 9, 49
"c:\Repos\rayex\include\external\glm\gtx\polar_coordinates.inl", "C++", 30, 0, 1, 6, 37
"c:\Repos\rayex\include\external\glm\gtx\projection.hpp", "C++", 15, 0, 21, 8, 44
"c:\Repos\rayex\include\external\glm\gtx\projection.inl", "C++", 8, 0, 1, 2, 11
"c:\Repos\rayex\include\external\glm\gtx\quaternion.hpp", "C++", 78, 0, 73, 24, 175
"c:\Repos\rayex\include\external\glm\gtx\quaternion.inl", "C++", 128, 0, 9, 23, 160
"c:\Repos\rayex\include\external\glm\gtx\range.hpp", "C++", 66, 0, 15, 18, 99
"c:\Repos\rayex\include\external\glm\gtx\raw_data.hpp", "C++", 18, 0, 23, 11, 52
"c:\Repos\rayex\include\external\glm\gtx\raw_data.inl", "C++", 0, 0, 1, 2, 3
"c:\Repos\rayex\include\external\glm\gtx\rotate_normalized_axis.hpp", "C++", 25, 0, 35, 9, 69
"c:\Repos\rayex\include\external\glm\gtx\rotate_normalized_axis.inl", "C++", 46, 0, 2, 11, 59
"c:\Repos\rayex\include\external\glm\gtx\rotate_vector.hpp", "C++", 63, 0, 43, 18, 124
"c:\Repos\rayex\include\external\glm\gtx\rotate_vector.inl", "C++", 149, 0, 18, 21, 188
"c:\Repos\rayex\include\external\glm\gtx\scalar_multiplication.hpp", "C++", 53, 0, 13, 10, 76
"c:\Repos\rayex\include\external\glm\gtx\scalar_relational.hpp", "C++", 13, 0, 15, 9, 37
"c:\Repos\rayex\include\external\glm\gtx\scalar_relational.inl", "C++", 78, 0, 1, 10, 89
"c:\Repos\rayex\include\external\glm\gtx\spline.hpp", "C++", 35, 0, 21, 10, 66
"c:\Repos\rayex\include\external\glm\gtx\spline.inl", "C++", 51, 0, 1, 9, 61
"c:\Repos\rayex\include\external\glm\gtx\std_based_type.hpp", "C++", 22, 0, 32, 15, 69
"c:\Repos\rayex\include\external\glm\gtx\std_based_type.inl", "C++", 3, 0, 1, 3, 7
"c:\Repos\rayex\include\external\glm\gtx\string_cast.hpp", "C++", 23, 0, 21, 9, 53
"c:\Repos\rayex\include\external\glm\gtx\string_cast.inl", "C++", 427, 0, 1, 65, 493
"c:\Repos\rayex\include\external\glm\gtx\texture.hpp", "C++", 17, 0, 21, 9, 47
"c:\Repos\rayex\include\external\glm\gtx\texture.inl", "C++", 13, 0, 1, 4, 18
"c:\Repos\rayex\include\external\glm\gtx\transform.hpp", "C++", 24, 0, 27, 10, 61
"c:\Repos\rayex\include\external\glm\gtx\transform.inl", "C++", 18, 0, 1, 5, 24
"c:\Repos\rayex\include\external\glm\gtx\transform2.hpp", "C++", 32, 0, 40, 18, 90
"c:\Repos\rayex\include\external\glm\gtx\transform2.inl", "C++", 110, 0, 1, 15, 126
"c:\Repos\rayex\include\external\glm\gtx\type_aligned.hpp", "C++", 231, 0, 468, 284, 983
"c:\Repos\rayex\include\external\glm\gtx\type_aligned.inl", "C++", 3, 0, 1, 3, 7
"c:\Repos\rayex\include\external\glm\gtx\type_trait.hpp", "C++", 59, 0, 15, 12, 86
"c:\Repos\rayex\include\external\glm\gtx\type_trait.inl", "C++", 51, 0, 5, 6, 62
"c:\Repos\rayex\include\external\glm\gtx\vec_swizzle.hpp", "C++", 1947, 0, 347, 489, 2783
"c:\Repos\rayex\include\external\glm\gtx\vector_angle.hpp", "C++", 22, 0, 26, 10, 58
"c:\Repos\rayex\include\external\glm\gtx\vector_angle.inl", "C++", 36, 0, 2, 7, 45
"c:\Repos\rayex\include\external\glm\gtx\vector_query.hpp", "C++", 27, 0, 27, 13, 67
"c:\Repos\rayex\include\external\glm\gtx\vector_query.inl", "C++", 128, 0, 1, 26, 155
"c:\Repos\rayex\include\external\glm\gtx\wrap.hpp", "C++", 16, 0, 15, 7, 38
"c:\Repos\rayex\include\external\glm\gtx\wrap.inl", "C++", 3, 0, 1, 3, 7
"c:\Repos\rayex\include\external\glm\integer.hpp", "C++", 55, 0, 139, 19, 213
"c:\Repos\rayex\include\external\glm\mat2x2.hpp", "C++", 5, 0, 2, 3, 10
"c:\Repos\rayex\include\external\glm\mat2x3.hpp", "C++", 5, 0, 2, 3, 10
"c:\Repos\rayex\include\external\glm\mat2x4.hpp", "C++", 5, 0, 2, 3, 10
"c:\Repos\rayex\include\external\glm\mat3x2.hpp", "C++", 5, 0, 2, 3, 10
"c:\Repos\rayex\include\external\glm\mat3x3.hpp", "C++", 5, 0, 2, 2, 9
"c:\Repos\rayex\include\external\glm\mat3x4.hpp", "C++", 5, 0, 2, 2, 9
"c:\Repos\rayex\include\external\glm\mat4x2.hpp", "C++", 5, 0, 2, 3, 10
"c:\Repos\rayex\include\external\glm\mat4x3.hpp", "C++", 5, 0, 2, 2, 9
"c:\Repos\rayex\include\external\glm\mat4x4.hpp", "C++", 5, 0, 2, 3, 10
"c:\Repos\rayex\include\external\glm\matrix.hpp", "C++", 78, 0, 63, 21, 162
"c:\Repos\rayex\include\external\glm\packing.hpp", "C++", 20, 0, 136, 18, 174
"c:\Repos\rayex\include\external\glm\simd\common.h", "C++", 197, 0, 11, 33, 241
"c:\Repos\rayex\include\external\glm\simd\exponential.h", "C++", 12, 0, 2, 7, 21
"c:\Repos\rayex\include\external\glm\simd\geometric.h", "C++", 105, 0, 2, 18, 125
"c:\Repos\rayex\include\external\glm\simd\integer.h", "C++", 63, 0, 29, 24, 116
"c:\Repos\rayex\include\external\glm\simd\matrix.h", "C++", 546, 0, 310, 173, 1029
"c:\Repos\rayex\include\external\glm\simd\neon.h", "C++", 144, 0, 2, 10, 156
"c:\Repos\rayex\include\external\glm\simd\packing.h", "C++", 3, 0, 2, 4, 9
"c:\Repos\rayex\include\external\glm\simd\platform.h", "C++", 343, 0, 21, 35, 399
"c:\Repos\rayex\include\external\glm\simd\trigonometric.h", "C++", 3, 0, 2, 5, 10
"c:\Repos\rayex\include\external\glm\simd\vector_relational.h", "C++", 3, 0, 2, 4, 9
"c:\Repos\rayex\include\external\glm\trigonometric.hpp", "C++", 37, 0, 153, 21, 211
"c:\Repos\rayex\include\external\glm\vec2.hpp", "C++", 11, 0, 2, 2, 15
"c:\Repos\rayex\include\external\glm\vec3.hpp", "C++", 11, 0, 2, 2, 15
"c:\Repos\rayex\include\external\glm\vec4.hpp", "C++", 11, 0, 2, 3, 16
"c:\Repos\rayex\include\external\glm\vector_relational.hpp", "C++", 25, 0, 82, 15, 122
"c:\Repos\rayex\include\external\gltf\json.hpp", "C++", 10657, 0, 7590, 1943, 20190
"c:\Repos\rayex\include\external\gltf\tiny_gltf.h", "C++", 7331, 0, 567, 1017, 8915
"c:\Repos\rayex\include\external\ktx\ktx.h", "C++", 504, 0, 825, 133, 1462
"c:\Repos\rayex\include\external\ktx\ktxvulkan.h", "C++", 99, 0, 65, 18, 182
"c:\Repos\rayex\include\external\sdl2\SDL.h", "C++", 59, 0, 62, 16, 137
"c:\Repos\rayex\include\external\sdl2\SDL_assert.h", "C++", 126, 0, 134, 32, 292
"c:\Repos\rayex\include\external\sdl2\SDL_atomic.h", "C++", 90, 0, 175, 31, 296
"c:\Repos\rayex\include\external\sdl2\SDL_audio.h", "C++", 180, 0, 619, 61, 860
"c:\Repos\rayex\include\external\sdl2\SDL_bits.h", "C++", 61, 0, 45, 16, 122
"c:\Repos\rayex\include\external\sdl2\SDL_blendmode.h", "C++", 47, 0, 62, 15, 124
"c:\Repos\rayex\include\external\sdl2\SDL_clipboard.h", "C++", 15, 0, 44, 13, 72
"c:\Repos\rayex\include\external\sdl2\SDL_config.h", "C++", 24, 0, 25, 7, 56
"c:\Repos\rayex\include\external\sdl2\SDL_config.h.cmake", "CMake", 0, 453, 0, 41, 494
"c:\Repos\rayex\include\external\sdl2\SDL_config_android.h", "C++", 121, 0, 38, 21, 180
"c:\Repos\rayex\include\external\sdl2\SDL_config_iphoneos.h", "C++", 140, 0, 41, 26, 207
"c:\Repos\rayex\include\external\sdl2\SDL_config_macosx.h", "C++", 189, 0, 42, 28, 259
"c:\Repos\rayex\include\external\sdl2\SDL_config_minimal.h", "C++", 33, 0, 36, 17, 86
"c:\Repos\rayex\include\external\sdl2\SDL_config_os2.h", "C++", 114, 0, 51, 16, 181
"c:\Repos\rayex\include\external\sdl2\SDL_config_pandora.h", "C++", 96, 0, 22, 16, 134
"c:\Repos\rayex\include\external\sdl2\SDL_config_psp.h", "C++", 107, 0, 34, 24, 165
"c:\Repos\rayex\include\external\sdl2\SDL_config_windows.h", "C++", 192, 0, 46, 23, 261
"c:\Repos\rayex\include\external\sdl2\SDL_config_winrt.h", "C++", 168, 0, 48, 25, 241
"c:\Repos\rayex\include\external\sdl2\SDL_config_wiz.h", "C++", 111, 0, 22, 15, 148
"c:\Repos\rayex\include\external\sdl2\SDL_copying.h", "C++", 0, 0, 20, 1, 21
"c:\Repos\rayex\include\external\sdl2\SDL_cpuinfo.h", "C++", 97, 0, 149, 30, 276
"c:\Repos\rayex\include\external\sdl2\SDL_egl.h", "C++", 1172, 0, 322, 183, 1677
"c:\Repos\rayex\include\external\sdl2\SDL_endian.h", "C++", 201, 0, 42, 21, 264
"c:\Repos\rayex\include\external\sdl2\SDL_error.h", "C++", 29, 0, 38, 10, 77
"c:\Repos\rayex\include\external\sdl2\SDL_events.h", "C++", 403, 0, 302, 88, 793
"c:\Repos\rayex\include\external\sdl2\SDL_filesystem.h", "C++", 14, 0, 112, 11, 137
"c:\Repos\rayex\include\external\sdl2\SDL_gamecontroller.h", "C++", 119, 0, 246, 56, 421
"c:\Repos\rayex\include\external\sdl2\SDL_gesture.h", "C++", 20, 0, 49, 19, 88
"c:\Repos\rayex\include\external\sdl2\SDL_haptic.h", "C++", 181, 0, 954, 104, 1239
"c:\Repos\rayex\include\external\sdl2\SDL_hints.h", "C++", 124, 0, 1126, 115, 1365
"c:\Repos\rayex\include\external\sdl2\SDL_joystick.h", "C++", 98, 0, 266, 55, 419
"c:\Repos\rayex\include\external\sdl2\SDL_keyboard.h", "C++", 38, 0, 154, 26, 218
"c:\Repos\rayex\include\external\sdl2\SDL_keycode.h", "C++", 283, 0, 43, 24, 350
"c:\Repos\rayex\include\external\sdl2\SDL_loadso.h", "C++", 17, 0, 54, 11, 82
"c:\Repos\rayex\include\external\sdl2\SDL_log.h", "C++", 67, 0, 113, 32, 212
"c:\Repos\rayex\include\external\sdl2\SDL_main.h", "C++", 45, 0, 104, 32, 181
"c:\Repos\rayex\include\external\sdl2\SDL_messagebox.h", "C++", 61, 0, 67, 19, 147
"c:\Repos\rayex\include\external\sdl2\SDL_metal.h", "C++", 16, 0, 64, 12, 92
"c:\Repos\rayex\include\external\sdl2\SDL_mouse.h", "C++", 70, 0, 202, 31, 303
"c:\Repos\rayex\include\external\sdl2\SDL_mutex.h", "C++", 45, 0, 166, 41, 252
"c:\Repos\rayex\include\external\sdl2\SDL_name.h", "C++", 7, 0, 21, 6, 34
"c:\Repos\rayex\include\external\sdl2\SDL_opengl.h", "C++", 1552, 0, 196, 436, 2184
"c:\Repos\rayex\include\external\sdl2\SDL_opengl_glext.h", "C++", 10629, 0, 43, 509, 11181
"c:\Repos\rayex\include\external\sdl2\SDL_opengles.h", "C++", 11, 0, 25, 4, 40
"c:\Repos\rayex\include\external\sdl2\SDL_opengles2.h", "C++", 19, 0, 26, 8, 53
"c:\Repos\rayex\include\external\sdl2\SDL_opengles2_gl2.h", "C++", 470, 0, 86, 66, 622
"c:\Repos\rayex\include\external\sdl2\SDL_opengles2_gl2ext.h", "C++", 1427, 0, 351, 273, 2051
"c:\Repos\rayex\include\external\sdl2\SDL_opengles2_gl2platform.h", "C++", 9, 0, 14, 8, 31
"c:\Repos\rayex\include\external\sdl2\SDL_opengles2_khrplatform.h", "C++", 99, 0, 156, 28, 283
"c:\Repos\rayex\include\external\sdl2\SDL_pixels.h", "C++", 308, 0, 123, 43, 474
"c:\Repos\rayex\include\external\sdl2\SDL_platform.h", "C++", 141, 0, 40, 18, 199
"c:\Repos\rayex\include\external\sdl2\SDL_power.h", "C++", 21, 0, 44, 11, 76
"c:\Repos\rayex\include\external\sdl2\SDL_quit.h", "C++", 7, 0, 44, 8, 59
"c:\Repos\rayex\include\external\sdl2\SDL_rect.h", "C++", 67, 0, 85, 23, 175
"c:\Repos\rayex\include\external\sdl2\SDL_render.h", "C++", 219, 0, 845, 95, 1159
"c:\Repos\rayex\include\external\sdl2\SDL_revision.h", "C++", 2, 0, 0, 1, 3
"c:\Repos\rayex\include\external\sdl2\SDL_rwops.h", "C++", 124, 0, 132, 36, 292
"c:\Repos\rayex\include\external\sdl2\SDL_scancode.h", "C++", 255, 0, 124, 35, 414
"c:\Repos\rayex\include\external\sdl2\SDL_sensor.h", "C++", 38, 0, 184, 30, 252
"c:\Repos\rayex\include\external\sdl2\SDL_shape.h", "C++", 38, 0, 91, 16, 145
"c:\Repos\rayex\include\external\sdl2\SDL_stdinc.h", "C++", 447, 0, 116, 55, 618
"c:\Repos\rayex\include\external\sdl2\SDL_surface.h", "C++", 133, 0, 368, 54, 555
"c:\Repos\rayex\include\external\sdl2\SDL_system.h", "C++", 75, 0, 188, 54, 317
"c:\Repos\rayex\include\external\sdl2\SDL_syswm.h", "C++", 222, 0, 78, 32, 332
"c:\Repos\rayex\include\external\sdl2\SDL_test.h", "C++", 25, 0, 35, 10, 70
"c:\Repos\rayex\include\external\sdl2\SDL_test_assert.h", "C++", 19, 0, 70, 17, 106
"c:\Repos\rayex\include\external\sdl2\SDL_test_common.h", "C++", 86, 0, 106, 27, 219
"c:\Repos\rayex\include\external\sdl2\SDL_test_compare.h", "C++", 14, 0, 44, 12, 70
"c:\Repos\rayex\include\external\sdl2\SDL_test_crc32.h", "C++", 31, 0, 71, 23, 125
"c:\Repos\rayex\include\external\sdl2\SDL_test_font.h", "C++", 15, 0, 54, 13, 82
"c:\Repos\rayex\include\external\sdl2\SDL_test_fuzzer.h", "C++", 37, 0, 300, 48, 385
"c:\Repos\rayex\include\external\sdl2\SDL_test_harness.h", "C++", 39, 0, 75, 21, 135
"c:\Repos\rayex\include\external\sdl2\SDL_test_images.h", "C++", 29, 0, 39, 11, 79
"c:\Repos\rayex\include\external\sdl2\SDL_test_log.h", "C++", 13, 0, 45, 10, 68
"c:\Repos\rayex\include\external\sdl2\SDL_test_md5.h", "C++", 22, 0, 87, 21, 130
"c:\Repos\rayex\include\external\sdl2\SDL_test_memory.h", "C++", 13, 0, 40, 11, 64
"c:\Repos\rayex\include\external\sdl2\SDL_test_random.h", "C++", 23, 0, 75, 18, 116
"c:\Repos\rayex\include\external\sdl2\SDL_thread.h", "C++", 104, 0, 217, 41, 362
"c:\Repos\rayex\include\external\sdl2\SDL_timer.h", "C++", 24, 0, 74, 18, 116
"c:\Repos\rayex\include\external\sdl2\SDL_touch.h", "C++", 37, 0, 46, 20, 103
"c:\Repos\rayex\include\external\sdl2\SDL_types.h", "C++", 1, 0, 26, 3, 30
